id,date,content,likes,retweets,sentiment,risk_score,relevance,categories
1906311862985126088,2025-03-30 11:45:40,"THIS TRADER MAKE 200-300 percent per day! 💸

🎁 Welcome: https://t.co/OciaL2CGxY

DgNquB2e3o @Cryptic34167 @frog434343 @ItsTheWitcher @ZaKran0x0 @BrainStormRec @Abdulsl27906933 @bernieRoul1 @VWong5074",0,0,unknown,0,False,[]
1906311862842532311,2025-03-30 11:45:40,"THIS TRADER MAKE 200-300 percent per day! ⚡

🎁 Welcome: https://t.co/OciaL2CGxY

aioRXd12Fo @codetrader8997 @blocksmith_HQ @nofiat2020 @el_greg0 @M82Ghanbari @efilecneirepxe @xiomi14704665 @tx030049684386",0,0,unknown,0,False,[]
1906311861928182152,2025-03-30 11:45:40,"THIS TRADER MAKE 200-300 percent per day! 💸

🎁 Welcome: https://t.co/OciaL2CGxY

BioRyBGegm @lurk_bit @viza82 @Sirius_Ade @BuBuLRuN @psychieth @admand333 @sudjiiii @Kazem____sh",0,0,unknown,0,False,[]
1906311861697667540,2025-03-30 11:45:40,"THIS TRADER MAKE 200-300 percent per day! 🔥

🎁 Welcome: https://t.co/OciaL2Denw

aHNTuCEDHL @bathroomMask @Ex1tLiquidityy @ds_mitchell @8008135__ @Denndos @Troyu194325 @SmokyAlpha27396 @ZeruKami",0,0,unknown,0,False,[]
1906311861663916150,2025-03-30 11:45:40,"THIS TRADER MAKE 200-300 percent per day! 💰

🎁 Welcome: https://t.co/OciaL2CGxY

cJoswdEcgL @halexsandoval @AndriiIzotov @Basavaraja1998 @StevewalteRho @JunhoowHo @NathanTateSol @BetoRoc48744520 @ghhughes",0,0,unknown,0,False,[]
